mix_number,mix_mark,cement (kg/m3),eff_water (kg/m3)  ,NCA (kg/m3),RCA (kg/m3),"NFA,sand (kg/m3)",fly ash (kg/m3),silica fume (kg/m3),BFS (kg/m3) ,SP (kg/m3),Testing Age (day),CS fck (mpa),ref.,year,country
1690,CON,380,182.4,1006,0,800,0,0,0,0,7,33.67,Tangchirapat et al,2008,Thailand
1691,CS,380,182.4,0,1005,800,0,0,0,0,7,31.31,Tangchirapat et al,2008,Thailand
1692,CSRG20,304,182.4,0,1005,785,76,0,0,1.7,7,36.96,Tangchirapat et al,2008,Thailand
1693,CSRG35,247,182.4,0,1005,780,133,0,0,1.7,7,34.14,Tangchirapat et al,2008,Thailand
1694,CSRG50,190,182.4,0,1005,770,190,0,0,3.3,7,28.96,Tangchirapat et al,2008,Thailand
1695,CON,380,182.4,1006,0,800,0,0,0,0,28,46.89,Tangchirapat et al,2008,Thailand
1696,CS,380,182.4,0,1005,800,0,0,0,0,28,44.54,Tangchirapat et al,2008,Thailand
1697,CSRG20,304,182.4,0,1005,785,76,0,0,1.7,28,50.66,Tangchirapat et al,2008,Thailand
1698,CSRG35,247,182.4,0,1005,780,133,0,0,1.7,28,47.36,Tangchirapat et al,2008,Thailand
1699,CSRG50,190,182.4,0,1005,770,190,0,0,3.3,28,40.77,Tangchirapat et al,2008,Thailand
1700,CON,380,182.4,1006,0,800,0,0,0,0,90,52.68,Tangchirapat et al,2008,Thailand
1701,CS,380,182.4,0,1005,800,0,0,0,0,90,50.33,Tangchirapat et al,2008,Thailand
1702,CSRG20,304,182.4,0,1005,785,76,0,0,1.7,90,58.33,Tangchirapat et al,2008,Thailand
1703,CSRG35,247,182.4,0,1005,780,133,0,0,1.7,90,52.68,Tangchirapat et al,2008,Thailand
1704,CSRG50,190,182.4,0,1005,770,190,0,0,3.3,90,47.04,Tangchirapat et al,2008,Thailand
1705,R0F25-I,300,180,1108,0,688,100,0,0,6.78,1,14.92,Kou et al,2007,Hong Kong
1706,R20F25-I,300,180,886,215,688,100,0,0,6.78,1,11.19,Kou et al,2007,Hong Kong
1707,R50F25-I,300,180,554,538,688,100,0,0,6.78,1,9.83,Kou et al,2007,Hong Kong
1708,R100F25-I,300,180,0,1075,688,100,0,0,6.78,1,9.41,Kou et al,2007,Hong Kong
1709,R0F35-I,260,180,1108,0,668,140,0,0,6.78,1,10.85,Kou et al,2007,Hong Kong
1710,R20F35-I,260,180,886,215,668,140,0,0,6.78,1,9.83,Kou et al,2007,Hong Kong
1711,R50F35-I,260,180,554,538,668,140,0,0,6.78,1,9.24,Kou et al,2007,Hong Kong
1712,R100F35-I,260,180,0,1075,668,140,0,0,6.78,1,8.39,Kou et al,2007,Hong Kong
1713,R0F25-II,307.5,225,1048,0,611,102.5,0,0,0,1,10.25,Kou et al,2007,Hong Kong
1714,R20F25-II,307.5,225,840,204,611,102.5,0,0,0,1,9.75,Kou et al,2007,Hong Kong
1715,R50F25-II,307.5,225,524,506,611,102.5,0,0,0,1,9.41,Kou et al,2007,Hong Kong
1716,R100F25-II,307.5,225,0,1017,611,102.5,0,0,0,1,7.97,Kou et al,2007,Hong Kong
1717,R0F35-II,266.5,225,1048,0,598,143.5,0,0,0,1,6.53,Kou et al,2007,Hong Kong
1718,R20F35-II,266.5,225,840,204,598,143.5,0,0,0,1,5.59,Kou et al,2007,Hong Kong
1719,R50F35-II,266.5,225,524,506,598,143.5,0,0,0,1,5,Kou et al,2007,Hong Kong
1720,R100F35-II,266.5,225,0,1017,598,143.5,0,0,0,1,4.07,Kou et al,2007,Hong Kong
1721,R0 F25-I,300,180,1108,0,688,100,0,0,6.78,3,27.63,Kou et al,2007,Hong Kong
1722,R20F25-I,300,180,886,215,688,100,0,0,6.78,3,24.49,Kou et al,2007,Hong Kong
1723,R50F25-I,300,180,554,538,688,100,0,0,6.78,3,21.78,Kou et al,2007,Hong Kong
1724,R100F25-I,300,180,0,1075,688,100,0,0,6.78,3,18.14,Kou et al,2007,Hong Kong
1725,R0 F35-I,260,180,1108,0,668,140,0,0,6.78,3,21.69,Kou et al,2007,Hong Kong
1726,R20F35-I,260,180,886,215,668,140,0,0,6.78,3,19.49,Kou et al,2007,Hong Kong
1727,R50F35-I,260,180,554,538,668,140,0,0,6.78,3,17.97,Kou et al,2007,Hong Kong
1728,R100F35-I,260,180,0,1075,668,140,0,0,6.78,3,17.37,Kou et al,2007,Hong Kong
1729,R0 F25-II,307.5,225,1048,0,611,102.5,0,0,0,3,19.32,Kou et al,2007,Hong Kong
1730,R20F25-II,307.5,225,840,204,611,102.5,0,0,0,3,20.59,Kou et al,2007,Hong Kong
1731,R50F25-II,307.5,225,524,506,611,102.5,0,0,0,3,19.41,Kou et al,2007,Hong Kong
1732,R100F25-II,307.5,225,0,1017,611,102.5,0,0,0,3,16.19,Kou et al,2007,Hong Kong
1733,R0 F35-II,266.5,225,1048,0,598,143.5,0,0,0,3,14.07,Kou et al,2007,Hong Kong
1734,R20F35-II,266.5,225,840,204,598,143.5,0,0,0,3,13.9,Kou et al,2007,Hong Kong
1735,R50F35-II,266.5,225,524,506,598,143.5,0,0,0,3,12.88,Kou et al,2007,Hong Kong
1736,R100F35-II,266.5,225,0,1017,598,143.5,0,0,0,3,12.37,Kou et al,2007,Hong Kong
1737,R0 F25-I,300,180,1108,0,688,100,0,0,6.78,7,33.81,Kou et al,2007,Hong Kong
1738,R20F25-I,300,180,886,215,688,100,0,0,6.78,7,28.9,Kou et al,2007,Hong Kong
1739,R50F25-I,300,180,554,538,688,100,0,0,6.78,7,26.53,Kou et al,2007,Hong Kong
1740,R100F25-I,300,180,0,1075,688,100,0,0,6.78,7,24.24,Kou et al,2007,Hong Kong
1741,R0 F35-I,260,180,1108,0,668,140,0,0,6.78,7,25.93,Kou et al,2007,Hong Kong
1742,R20F35-I,260,180,886,215,668,140,0,0,6.78,7,24.15,Kou et al,2007,Hong Kong
1743,R50F35-I,260,180,554,538,668,140,0,0,6.78,7,22.29,Kou et al,2007,Hong Kong
1744,R100F35-I,260,180,0,1075,668,140,0,0,6.78,7,21.44,Kou et al,2007,Hong Kong
1745,R0F25-II,307.5,225,1048,0,611,102.5,0,0,0,7,24.24,Kou et al,2007,Hong Kong
1746,R20F25-II,307.5,225,840,204,611,102.5,0,0,0,7,27.8,Kou et al,2007,Hong Kong
1747,R50F25-II,307.5,225,524,506,611,102.5,0,0,0,7,25.76,Kou et al,2007,Hong Kong
1748,R100F25-II,307.5,225,0,1017,611,102.5,0,0,0,7,21.27,Kou et al,2007,Hong Kong
1749,R0 F35-II,266.5,225,1048,0,598,143.5,0,0,0,7,19.07,Kou et al,2007,Hong Kong
1750,R20F35-II,266.5,225,840,204,598,143.5,0,0,0,7,17.71,Kou et al,2007,Hong Kong
1751,R50F35-II,266.5,225,524,506,598,143.5,0,0,0,7,17.29,Kou et al,2007,Hong Kong
1752,R100F35-II,266.5,225,0,1017,598,143.5,0,0,0,7,16.44,Kou et al,2007,Hong Kong
1753,R0 F25-I,300,180,1108,0,688,100,0,0,6.78,28,52.31,Kou et al,2007,Hong Kong
1754,R20F25-I,300,180,886,215,688,100,0,0,6.78,28,42.12,Kou et al,2007,Hong Kong
1755,R50F25-I,300,180,554,538,688,100,0,0,6.78,28,37.54,Kou et al,2007,Hong Kong
1756,R100F25-I,300,180,0,1075,688,100,0,0,6.78,28,33.47,Kou et al,2007,Hong Kong
1757,R0 F35-I,260,180,1108,0,668,140,0,0,6.78,28,38.9,Kou et al,2007,Hong Kong
1758,R20F35-I,260,180,886,215,668,140,0,0,6.78,28,36.95,Kou et al,2007,Hong Kong
1759,R50F35-I,260,180,554,538,668,140,0,0,6.78,28,34.24,Kou et al,2007,Hong Kong
1760,R100F35-I,260,180,0,1075,668,140,0,0,6.78,28,32.46,Kou et al,2007,Hong Kong
1761,R0 F25-II,307.5,225,1048,0,611,102.5,0,0,0,28,36.95,Kou et al,2007,Hong Kong
1762,R20F25-II,307.5,225,840,204,611,102.5,0,0,0,28,36.27,Kou et al,2007,Hong Kong
1763,R50F25-II,307.5,225,524,506,611,102.5,0,0,0,28,35.34,Kou et al,2007,Hong Kong
1764,R100F25-II,307.5,225,0,1017,611,102.5,0,0,0,28,31.19,Kou et al,2007,Hong Kong
1765,R0 F35-II,266.5,225,1048,0,598,143.5,0,0,0,28,34.49,Kou et al,2007,Hong Kong
1766,R20F35-II,266.5,225,840,204,598,143.5,0,0,0,28,34.75,Kou et al,2007,Hong Kong
1767,R50F35-II,266.5,225,524,506,598,143.5,0,0,0,28,31.44,Kou et al,2007,Hong Kong
1768,R100F35-II,266.5,225,0,1017,598,143.5,0,0,0,28,21.36,Kou et al,2007,Hong Kong
1769,R0 F25-I,300,180,1108,0,688,100,0,0,6.78,90,66.35,Kou et al,2007,Hong Kong
1770,R20F25-I,300,180,886,215,688,100,0,0,6.78,90,66.06,Kou et al,2007,Hong Kong
1771,R50F25-I,300,180,554,538,688,100,0,0,6.78,90,62.69,Kou et al,2007,Hong Kong
1772,R100F25-I,300,180,0,1075,688,100,0,0,6.78,90,50.29,Kou et al,2007,Hong Kong
1773,R0 F35-I,260,180,1108,0,668,140,0,0,6.78,90,54.42,Kou et al,2007,Hong Kong
1774,R20F35-I,260,180,886,215,668,140,0,0,6.78,90,53.65,Kou et al,2007,Hong Kong
1775,R50F35-I,260,180,554,538,668,140,0,0,6.78,90,50.29,Kou et al,2007,Hong Kong
1776,R100F35-I,260,180,0,1075,668,140,0,0,6.78,90,48.94,Kou et al,2007,Hong Kong
1777,R0 F25-II,307.5,225,1048,0,611,102.5,0,0,0,90,55.67,Kou et al,2007,Hong Kong
1778,R20F25-II,307.5,225,840,204,611,102.5,0,0,0,90,55.1,Kou et al,2007,Hong Kong
1779,R50F25-II,307.5,225,524,506,611,102.5,0,0,0,90,51.35,Kou et al,2007,Hong Kong
1780,R100F25-II,307.5,225,0,1017,611,102.5,0,0,0,90,48.17,Kou et al,2007,Hong Kong
1781,R0 F35-II,266.5,225,1048,0,598,143.5,0,0,0,90,40.51,Kou et al,2007,Hong Kong
1782,R20F35-II,266.5,225,840,204,598,143.5,0,0,0,90,39.49,Kou et al,2007,Hong Kong
1783,R50F35-II,266.5,225,524,506,598,143.5,0,0,0,90,36.61,Kou et al,2007,Hong Kong
1784,R100F35-II,266.5,225,0,1017,598,143.5,0,0,0,90,31.69,Kou et al,2007,Hong Kong
1785,R0,410,225,1048,0,642,0,0,0,0,3,21.27,Poon et al,2007,China
1786,R20,410,225,840,204,642,0,0,0,0,3,19.66,Poon et al,2007,China
1787,R50,410,225,524,506,642,0,0,0,0,3,18.31,Poon et al,2007,China
1788,R80,410,225,210,814,642,0,0,0,0,3,16.19,Poon et al,2007,China
1789,R100,410,225,0,1017,642,0,0,0,0,3,15.17,Poon et al,2007,China
1790,R0F25,307.5,225,1048,0,628,102.5,0,0,0,3,18.14,Poon et al,2007,China
1791,R20F25,307.5,225,840,204,628,102.5,0,0,0,3,16.27,Poon et al,2007,China
1792,R50F25,307.5,225,524,506,628,102.5,0,0,0,3,14.58,Poon et al,2007,China
1793,R80F25,307.5,225,210,814,628,102.5,0,0,0,3,13.47,Poon et al,2007,China
1794,R100F25,307.5,225,0,1017,628,102.5,0,0,0,3,11.19,Poon et al,2007,China
1795,R0,410,225,1048,0,642,0,0,0,0,7,25.59,Poon et al,2007,China
1796,R20,410,225,840,204,642,0,0,0,0,7,24.66,Poon et al,2007,China
1797,R50,410,225,524,506,642,0,0,0,0,7,23.39,Poon et al,2007,China
1798,R80,410,225,210,814,642,0,0,0,0,7,21.44,Poon et al,2007,China
1799,R100,410,225,0,1017,642,0,0,0,0,7,19.83,Poon et al,2007,China
1800,R0F25,307.5,225,1048,0,628,102.5,0,0,0,7,22.37,Poon et al,2007,China
1801,R20F25,307.5,225,840,204,628,102.5,0,0,0,7,21.02,Poon et al,2007,China
1802,R50F25,307.5,225,524,506,628,102.5,0,0,0,7,19.41,Poon et al,2007,China
1803,R80F25,307.5,225,210,814,628,102.5,0,0,0,7,17.03,Poon et al,2007,China
1804,R100F25,307.5,225,0,1017,628,102.5,0,0,0,7,16.69,Poon et al,2007,China
1805,R0,410,225,1048,0,642,0,0,0,0,28,41.19,Poon et al,2007,China
1806,R20,410,225,840,204,642,0,0,0,0,28,38.39,Poon et al,2007,China
1807,R50,410,225,524,506,642,0,0,0,0,28,36.02,Poon et al,2007,China
1808,R80,410,225,210,814,642,0,0,0,0,28,33.22,Poon et al,2007,China
1809,R100,410,225,0,1017,642,0,0,0,0,28,31.44,Poon et al,2007,China
1810,R0F25,307.5,225,1048,0,628,102.5,0,0,0,28,39.92,Poon et al,2007,China
1811,R20F25,307.5,225,840,204,628,102.5,0,0,0,28,37.12,Poon et al,2007,China
1812,R50F25,307.5,225,524,506,628,102.5,0,0,0,28,36.27,Poon et al,2007,China
1813,R80F25,307.5,225,210,814,628,102.5,0,0,0,28,32.97,Poon et al,2007,China
1814,R100F25,307.5,225,0,1017,628,102.5,0,0,0,28,31.1,Poon et al,2007,China
1815,R0,410,225,1048,0,642,0,0,0,0,90,50.67,Poon et al,2007,China
1816,R20,410,225,840,204,642,0,0,0,0,90,48.85,Poon et al,2007,China
1817,R50,410,225,524,506,642,0,0,0,0,90,41.95,Poon et al,2007,China
1818,R80,410,225,210,814,642,0,0,0,0,90,40.34,Poon et al,2007,China
1819,R100,410,225,0,1017,642,0,0,0,0,90,38.56,Poon et al,2007,China
1820,R0F25,307.5,225,1048,0,628,102.5,0,0,0,90,55.67,Poon et al,2007,China
1821,R20F25,307.5,225,840,204,628,102.5,0,0,0,90,55.1,Poon et al,2007,China
1822,R50F25,307.5,225,524,506,628,102.5,0,0,0,90,51.35,Poon et al,2007,China
1823,R80F25,307.5,225,210,814,628,102.5,0,0,0,90,50.77,Poon et al,2007,China
1824,R100F25,307.5,225,0,1017,628,102.5,0,0,0,90,48.17,Poon et al,2007,China
1825,HC,300,165,1197,0,765,0,0,0,4.2,28,43.3,Etxeberria et al,2007,Spain
1826,HR25,300,165,905,267,765,0,0,0,4.98,28,43.3,Etxeberria et al,2007,Spain
1827,HR50,318,165,608,537,739,0,0,0,6.04,28,42.27,Etxeberria et al,2007,Spain
1828,HR100,325,162,0,1124,683,0,0,0,6.18,28,41.24,Etxeberria et al,2007,Spain
1829,K200N,360,234,1100,0,705,0,0,0,0,1,4.75,Rahal,2007,Kuwait
1830,K200R,360,234,0,1100,705,0,0,0,0,1,3.64,Rahal,2007,Kuwait
1831,K250N,380,190,1100,0,705,0,0,0,0,1,6.21,Rahal,2007,Kuwait
1832,K250R,380,190,0,1100,705,0,0,0,0,1,4.75,Rahal,2007,Kuwait
1833,K300N,400,192,1100,0,705,0,0,0,0,1,7.43,Rahal,2007,Kuwait
1834,K300R,400,192,0,1100,705,0,0,0,0,1,5.34,Rahal,2007,Kuwait
1835,K400N,420,181,1100,0,705,0,0,0,0,1,8.64,Rahal,2007,Kuwait
1836,K400R,420,181,0,1100,705,0,0,0,0,1,7.6,Rahal,2007,Kuwait
1837,K500N,460,184,1100,0,705,0,0,0,0,1,11.61,Rahal,2007,Kuwait
1838,K500R,460,184,0,1100,705,0,0,0,0,1,8.56,Rahal,2007,Kuwait
1839,K200N,360,234,1100,0,705,0,0,0,0,3,10.59,Rahal,2007,Kuwait
1840,K200R,360,234,0,1100,705,0,0,0,0,3,9.07,Rahal,2007,Kuwait
1841,K250N,380,190,1100,0,705,0,0,0,0,3,13.81,Rahal,2007,Kuwait
1842,K250R,380,190,0,1100,705,0,0,0,0,3,11.36,Rahal,2007,Kuwait
1843,K300N,400,192,1100,0,705,0,0,0,0,3,16.02,Rahal,2007,Kuwait
1844,K300R,400,192,0,1100,705,0,0,0,0,3,13.9,Rahal,2007,Kuwait
1845,K400N,420,181,1100,0,705,0,0,0,0,3,19.83,Rahal,2007,Kuwait
1846,K400R,420,181,0,1100,705,0,0,0,0,3,15.68,Rahal,2007,Kuwait
1847,K500N,460,184,1100,0,705,0,0,0,0,3,24.75,Rahal,2007,Kuwait
1848,K500R,460,184,0,1100,705,0,0,0,0,3,18.22,Rahal,2007,Kuwait
1849,K200N,360,234,1100,0,705,0,0,0,0,7,14.41,Rahal,2007,Kuwait
1850,K200R,360,234,0,1100,705,0,0,0,0,7,12.71,Rahal,2007,Kuwait
1851,K250N,380,190,1100,0,705,0,0,0,0,7,17.97,Rahal,2007,Kuwait
1852,K250R,380,190,0,1100,705,0,0,0,0,7,16.02,Rahal,2007,Kuwait
1853,K300N,400,192,1100,0,705,0,0,0,0,7,20.93,Rahal,2007,Kuwait
1854,K300R,400,192,0,1100,705,0,0,0,0,7,19.24,Rahal,2007,Kuwait
1855,K400N,420,181,1100,0,705,0,0,0,0,7,27.54,Rahal,2007,Kuwait
1856,K400R,420,181,0,1100,705,0,0,0,0,7,22.46,Rahal,2007,Kuwait
1857,K500N,460,184,1100,0,705,0,0,0,0,7,31.61,Rahal,2007,Kuwait
1858,K500R,460,184,0,1100,705,0,0,0,0,7,23.56,Rahal,2007,Kuwait
1859,K200N,360,234,1100,0,705,0,0,0,0,14,16.86,Rahal,2007,Kuwait
1860,K200R,360,234,0,1100,705,0,0,0,0,14,15.25,Rahal,2007,Kuwait
1861,K250N,380,190,1100,0,705,0,0,0,0,14,21.95,Rahal,2007,Kuwait
1862,K250R,380,190,0,1100,705,0,0,0,0,14,19.07,Rahal,2007,Kuwait
1863,K300N,400,192,1100,0,705,0,0,0,0,14,26.44,Rahal,2007,Kuwait
1864,K300R,400,192,0,1100,705,0,0,0,0,14,23.05,Rahal,2007,Kuwait
1865,K400N,420,181,1100,0,705,0,0,0,0,14,34.83,Rahal,2007,Kuwait
1866,K400R,420,181,0,1100,705,0,0,0,0,14,29.83,Rahal,2007,Kuwait
1867,K500N,460,184,1100,0,705,0,0,0,0,14,39.41,Rahal,2007,Kuwait
1868,K500R,460,184,0,1100,705,0,0,0,0,14,35.17,Rahal,2007,Kuwait
1869,K200N,360,234,1100,0,705,0,0,0,0,28,19.24,Rahal,2007,Kuwait
1870,K200R,360,234,0,1100,705,0,0,0,0,28,17.2,Rahal,2007,Kuwait
1871,K250N,380,190,1100,0,705,0,0,0,0,28,27.37,Rahal,2007,Kuwait
1872,K250R,380,190,0,1100,705,0,0,0,0,28,24.75,Rahal,2007,Kuwait
1873,K300N,400,192,1100,0,705,0,0,0,0,28,30.51,Rahal,2007,Kuwait
1874,K300R,400,192,0,1100,705,0,0,0,0,28,27.29,Rahal,2007,Kuwait
1875,K400N,420,181,1100,0,705,0,0,0,0,28,38.98,Rahal,2007,Kuwait
1876,K400R,420,181,0,1100,705,0,0,0,0,28,33.39,Rahal,2007,Kuwait
1877,K500N,460,184,1100,0,705,0,0,0,0,28,51.44,Rahal,2007,Kuwait
1878,K500R,460,184,0,1100,705,0,0,0,0,28,39.41,Rahal,2007,Kuwait
1879,K200N,360,234,1100,0,705,0,0,0,0,56,19.75,Rahal,2007,Kuwait
1880,K200R,360,234,0,1100,705,0,0,0,0,56,18.31,Rahal,2007,Kuwait
1881,K250N,380,190,1100,0,705,0,0,0,0,56,28.22,Rahal,2007,Kuwait
1882,K250R,380,190,0,1100,705,0,0,0,0,56,26.02,Rahal,2007,Kuwait
1883,K300N,400,192,1100,0,705,0,0,0,0,56,31.36,Rahal,2007,Kuwait
1884,K300R,400,192,0,1100,705,0,0,0,0,56,28.31,Rahal,2007,Kuwait
1885,K400N,420,181,1100,0,705,0,0,0,0,56,40.93,Rahal,2007,Kuwait
1886,K400R,420,181,0,1100,705,0,0,0,0,56,36.19,Rahal,2007,Kuwait
1887,K500N,460,184,1100,0,705,0,0,0,0,56,55.38,Rahal,2007,Kuwait
1888,K500R,460,184,0,1100,705,0,0,0,0,56,49.23,Rahal,2007,Kuwait
1889,NC,430,185,1295,0,555,0,0,0,0,28,30.42,Xiao et al.,2005,China
1890,NC-30,430,185,872,374,534,0,0,0,0,28,28.9,Xiao et al.,2005,China
1891,NC-50,430,185,609,609,522,0,0,0,0,28,25.08,Xiao et al.,2005,China
1892,NC-70,430,185,357,832,510,0,0,0,0,28,25.68,Xiao et al.,2005,China
1893,NC-100,430,185,0,1149,492,0,0,0,0,28,22.63,Xiao et al.,2005,China
1894,A1B1C2D2E1,404,202,0,953.6,628.9,0,0,0,0,7,23.15,Lin et al,2003,Taiwan
1895,A1B2C2D2E2,404,202,0,917.7,671.2,0,0,0,0,7,28.35,Lin et al,2003,Taiwan
1896,A2B1C2D2E2,288.6,202,0,953.6,727.1,0,0,0,0,7,21.55,Lin et al,2003,Taiwan
1897,A2B2C2D2E1,288.6,202,0,917.7,769.4,0,0,0,0,7,11.81,Lin et al,2003,Taiwan
1898,A1B1C2D2E1,404,202,0,953.6,628.9,0,0,0,0,14,25.94,Lin et al,2003,Taiwan
1899,A1B2C2D2E2,404,202,0,917.7,671.2,0,0,0,0,14,33.79,Lin et al,2003,Taiwan
1900,A2B1C2D2E2,288.6,202,0,953.6,727.1,0,0,0,0,14,23.99,Lin et al,2003,Taiwan
1901,A2B2C2D2E1,288.6,202,0,917.7,769.4,0,0,0,0,14,16.22,Lin et al,2003,Taiwan
1902,A1B1C2D2E1,404,202,0,953.6,628.9,0,0,0,0,28,30.17,Lin et al,2003,Taiwan
1903,A1B2C2D2E2,404,202,0,917.7,671.2,0,0,0,0,28,36.16,Lin et al,2003,Taiwan
1904,A2B1C2D2E2,288.6,202,0,953.6,727.1,0,0,0,0,28,27.66,Lin et al,2003,Taiwan
1905,A2B2C2D2E1,288.6,202,0,917.7,769.4,0,0,0,0,28,20.42,Lin et al,2003,Taiwan
1906,R5.1,500,180,1221.9,0,523.7,0,0,0,0,28,49.9,Ajdukiewicz et Kliszczewicz,2002,Poland
1907,R5.2,500,180,0,1135.4,486.6,0,0,0,0,28,45.88,Ajdukiewicz et Kliszczewicz,2002,Poland
1908,R5.4,454.5,126,597.1,0,551.2,0,45.5,0,15,28,71.15,Ajdukiewicz et Kliszczewicz,2002,Poland
1909,R5.5,454.5,126,0,1195,512.5,0,45.5,0,15,28,65.73,Ajdukiewicz et Kliszczewicz,2002,Poland
1910,R6.1,500,180,1221.9,0,523.7,0,0,0,0,28,50.41,Ajdukiewicz et Kliszczewicz,2002,Poland
1911,R6.2,500,180,0,1132,485.5,0,0,0,0,28,47.53,Ajdukiewicz et Kliszczewicz,2002,Poland
1912,R6.4,454.5,126,1286.1,0,551.2,0,45.5,0,15,28,88.85,Ajdukiewicz et Kliszczewicz,2002,Poland
1913,R6.5,454.5,126,0,1191.4,511,0,45.5,0,15,28,82.5,Ajdukiewicz et Kliszczewicz,2002,Poland
1914,R7.1,500,180,1221.9,0,523.7,0,0,0,0,28,50.41,Ajdukiewicz et Kliszczewicz,2002,Poland
1915,R7.2,500,180,0,1132,485.5,0,0,0,0,28,54.69,Ajdukiewicz et Kliszczewicz,2002,Poland
1916,R7.4,454.5,126,1286.1,0,551.2,0,45.5,0,15,28,88.85,Ajdukiewicz et Kliszczewicz,2002,Poland
1917,R7.5,454.5,126,0,1191.4,511,0,45.5,0,15,28,92.92,Ajdukiewicz et Kliszczewicz,2002,Poland
1918,R8.1,500,180,1221.9,0,523.7,0,0,0,0,28,50.41,Ajdukiewicz et Kliszczewicz,2002,Poland
1919,R8.2,500,180,0,1138.9,488.5,0,0,0,0,28,46.6,Ajdukiewicz et Kliszczewicz,2002,Poland
1920,R8.4,454.5,126,1286.1,0,551.2,0,45.5,0,15,28,88.85,Ajdukiewicz et Kliszczewicz,2002,Poland
1921,R8.5,454.5,126,0,1198.7,514.1,0,45.5,0,15,28,75.94,Ajdukiewicz et Kliszczewicz,2002,Poland
1922,R9.1,500,180,1221.9,0,523.7,0,0,0,0,28,50.41,Ajdukiewicz et Kliszczewicz,2002,Poland
1923,R9.2,500,180,0,1145.7,491,0,0,0,0,28,51.13,Ajdukiewicz et Kliszczewicz,2002,Poland
1924,R9.4,454.5,126,1286.1,0,551.2,0,45.5,0,15,28,88.85,Ajdukiewicz et Kliszczewicz,2002,Poland
1925,R9.5,454.5,126,0,1205.8,516.8,0,45.5,0,15,28,83.75,Ajdukiewicz et Kliszczewicz,2002,Poland
1926,R11.1,500,180,1330.2,0,570.6,0,0,0,0,28,54.48,Ajdukiewicz et Kliszczewicz,2002,Poland
1927,R11.2,500,180,0,1187.3,509.2,0,0,0,0,28,56.67,Ajdukiewicz et Kliszczewicz,2002,Poland
1928,R11.4,454.5,113,1426.3,0,611.8,0,45.5,0,15,28,88.65,Ajdukiewicz et Kliszczewicz,2002,Poland
1929,R11.5,454.5,113,0,1273.4,545.8,0,45.5,0,15,28,83.13,Ajdukiewicz et Kliszczewicz,2002,Poland
1930,R5.1,500,180,1221.9,0,523.7,0,0,0,0,1,17.73,Ajdukiewicz et Kliszczewicz,2002,Poland
1931,R5.2,500,180,0,1135.4,486.6,0,0,0,0,1,18.76,Ajdukiewicz et Kliszczewicz,2002,Poland
1932,R5.4,454.5,126,597.1,0,551.2,0,45.5,0,15,1,32.78,Ajdukiewicz et Kliszczewicz,2002,Poland
1933,R5.5,454.5,126,0,1195,512.5,0,45.5,0,15,1,29.59,Ajdukiewicz et Kliszczewicz,2002,Poland
1934,R6.1,500,180,1221.9,0,523.7,0,0,0,0,1,28.14,Ajdukiewicz et Kliszczewicz,2002,Poland
1935,R6.2,500,180,0,1132,485.5,0,0,0,0,1,24.64,Ajdukiewicz et Kliszczewicz,2002,Poland
1936,R6.4,454.5,126,1286.1,0,551.2,0,45.5,0,15,1,45.57,Ajdukiewicz et Kliszczewicz,2002,Poland
1937,R6.5,454.5,126,0,1191.4,511,0,45.5,0,15,1,45.05,Ajdukiewicz et Kliszczewicz,2002,Poland
1938,R7.1,500,180,1221.9,0,523.7,0,0,0,0,1,28.14,Ajdukiewicz et Kliszczewicz,2002,Poland
1939,R7.2,500,180,0,1132,485.5,0,0,0,0,1,25.36,Ajdukiewicz et Kliszczewicz,2002,Poland
1940,R7.4,454.5,126,1286.1,0,551.2,0,45.5,0,15,1,45.57,Ajdukiewicz et Kliszczewicz,2002,Poland
1941,R7.5,454.5,126,0,1191.4,511,0,45.5,0,15,1,44.33,Ajdukiewicz et Kliszczewicz,2002,Poland
1942,R8.1,500,180,1221.9,0,523.7,0,0,0,0,1,28.14,Ajdukiewicz et Kliszczewicz,2002,Poland
1943,R8.2,500,180,0,1138.9,488.5,0,0,0,0,1,14.64,Ajdukiewicz et Kliszczewicz,2002,Poland
1944,R8.4,454.5,126,1286.1,0,551.2,0,45.5,0,15,1,45.57,Ajdukiewicz et Kliszczewicz,2002,Poland
1945,R8.5,454.5,126,0,1198.7,514.1,0,45.5,0,15,1,37.84,Ajdukiewicz et Kliszczewicz,2002,Poland
1946,R9.1,500,180,1221.9,0,523.7,0,0,0,0,1,28.14,Ajdukiewicz et Kliszczewicz,2002,Poland
1947,R9.2,500,180,0,1145.7,491,0,0,0,0,1,25.05,Ajdukiewicz et Kliszczewicz,2002,Poland
1948,R9.4,454.5,126,1286.1,0,551.2,0,45.5,0,15,1,45.57,Ajdukiewicz et Kliszczewicz,2002,Poland
1949,R9.5,454.5,126,0,1205.8,516.8,0,45.5,0,15,1,43.61,Ajdukiewicz et Kliszczewicz,2002,Poland
1950,R11.1,500,180,1330.2,0,570.6,0,0,0,0,1,14.54,Ajdukiewicz et Kliszczewicz,2002,Poland
1951,R11.2,500,180,0,1187.3,509.2,0,0,0,0,1,13.4,Ajdukiewicz et Kliszczewicz,2002,Poland
1952,R11.4,454.5,113,1426.3,0,611.8,0,45.5,0,15,1,35.67,Ajdukiewicz et Kliszczewicz,2002,Poland
1953,R11.5,454.5,113,0,1273.4,545.8,0,45.5,0,15,1,30.82,Ajdukiewicz et Kliszczewicz,2002,Poland
